claim_id,edge_key,relation_type,source_id,target_id,label,confidence,claim_type,confidence_grade,evidence_refs,primary_source_id,claim_excerpt,citation_locator,access_date,review_status,canonical_decision,reviewer,last_reviewed,notes
CLM-0108,kin|P174|P178|grandparent,kin,P174,P178,grandparent,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (grandparent) between P174 Hussain Abdul Rahman and P178 Umair Muizzu from modeled rule chain parent-of-parent-grandparent.,Inference basis: parent-of-parent-grandparent (see docs/research-program/inferences/kin-p174-p178-grandparent.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p174-p178-grandparent.md.
CLM-0109,kin|P174|P179|grandparent,kin,P174,P179,grandparent,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (grandparent) between P174 Hussain Abdul Rahman and P179 Zaid Muizzu from modeled rule chain parent-of-parent-grandparent.,Inference basis: parent-of-parent-grandparent (see docs/research-program/inferences/kin-p174-p179-grandparent.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p174-p179-grandparent.md.
CLM-0110,kin|P175|P177|grandparent,kin,P175,P177,grandparent,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (grandparent) between P175 Husna Adam Ismail Manik and P177 Yasmin Muizzu from modeled rule chain parent-of-parent-grandparent.,Inference basis: parent-of-parent-grandparent (see docs/research-program/inferences/kin-p175-p177-grandparent.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p175-p177-grandparent.md.
CLM-0111,kin|P175|P178|grandparent,kin,P175,P178,grandparent,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (grandparent) between P175 Husna Adam Ismail Manik and P178 Umair Muizzu from modeled rule chain parent-of-parent-grandparent.,Inference basis: parent-of-parent-grandparent (see docs/research-program/inferences/kin-p175-p178-grandparent.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p175-p178-grandparent.md.
CLM-0112,kin|P175|P179|grandparent,kin,P175,P179,grandparent,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (grandparent) between P175 Husna Adam Ismail Manik and P179 Zaid Muizzu from modeled rule chain parent-of-parent-grandparent.,Inference basis: parent-of-parent-grandparent (see docs/research-program/inferences/kin-p175-p179-grandparent.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p175-p179-grandparent.md.
CLM-0113,kin|P176|P177|aunt/uncle↔niece/nephew,kin,P176,P177,aunt/uncle↔niece/nephew,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (aunt/uncle↔niece/nephew) between P176 Fathimath Saudha and P177 Yasmin Muizzu from modeled rule chain parent-sibling-aunt-uncle.,Inference basis: parent-sibling-aunt-uncle (see docs/research-program/inferences/kin-p176-p177-aunt-uncle-niece-nephew.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p176-p177-aunt-uncle-niece-nephew.md.
CLM-0114,kin|P176|P178|aunt/uncle↔niece/nephew,kin,P176,P178,aunt/uncle↔niece/nephew,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (aunt/uncle↔niece/nephew) between P176 Fathimath Saudha and P178 Umair Muizzu from modeled rule chain parent-sibling-aunt-uncle.,Inference basis: parent-sibling-aunt-uncle (see docs/research-program/inferences/kin-p176-p178-aunt-uncle-niece-nephew.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p176-p178-aunt-uncle-niece-nephew.md.
CLM-0115,kin|P176|P179|aunt/uncle↔niece/nephew,kin,P176,P179,aunt/uncle↔niece/nephew,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (aunt/uncle↔niece/nephew) between P176 Fathimath Saudha and P179 Zaid Muizzu from modeled rule chain parent-sibling-aunt-uncle.,Inference basis: parent-sibling-aunt-uncle (see docs/research-program/inferences/kin-p176-p179-aunt-uncle-niece-nephew.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p176-p179-aunt-uncle-niece-nephew.md.
CLM-0116,kin|P180|P81|grandparent,kin,P180,P81,grandparent,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (grandparent) between P180 Princess Aishath Didi and P81 Mohamed Ghiyathuddine (Kula Rannmani Keerithi) from modeled rule chain parent-of-parent-grandparent.,Inference basis: parent-of-parent-grandparent (see docs/research-program/inferences/kin-p180-p81-grandparent.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p180-p81-grandparent.md.
CLM-0117,kin|P181|P76|descendant of Isdu Sultan Ibrahim Mudzhiruddine line,kin,P181,P76,descendant of Isdu Sultan Ibrahim Mudzhiruddine line,c,direct,B,SRC-MRF-MIDU-ROYAL|SRC-MRF-MIDU-ROYAL-CHAIN|SRC-WIKI-MONARCHS,SRC-MRF-MIDU-ROYAL,Midu Royal Family Branch (Addu/Meedhoo records) dynastic context links P181 Kondey Ali Manikfan and P76 Ibrahim Mudzhiruddine in kin relation (descendant of Isdu Sultan Ibrahim Mudzhiruddine line).,"SRC-MRF-MIDU-ROYAL r.jina mirror (https://r.jina.ai/http://maldivesroyalfamily.com/maldives_midu.shtml), dynasty/lineage entry context for P181 Kondey Ali Manikfan and P76 Ibrahim Mudzhiruddine (kin (descendant of Isdu Sultan Ibrahim Mudzhiruddine line)) in 2026-02-08 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Node-specific locator captured in Phase 1 batch D; promote with quote-level excerpt when deep-source extraction is complete. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0118,kin|P185|P190|grandparent,kin,P185,P190,grandparent,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (grandparent) between P185 Kakaagey Dhon Goma and P190 Hassan Fareed Didi from modeled rule chain parent-of-parent-grandparent.,Inference basis: parent-of-parent-grandparent (see docs/research-program/inferences/kin-p185-p190-grandparent.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p185-p190-grandparent.md.
CLM-0119,kin|P185|P191|grandparent,kin,P185,P191,grandparent,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (grandparent) between P185 Kakaagey Dhon Goma and P191 Ibrahim Fareed Didi from modeled rule chain parent-of-parent-grandparent.,Inference basis: parent-of-parent-grandparent (see docs/research-program/inferences/kin-p185-p191-grandparent.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p185-p191-grandparent.md.
CLM-0120,kin|P185|P95|grandparent,kin,P185,P95,grandparent,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (grandparent) between P185 Kakaagey Dhon Goma and P95 Mohamed Farid (Keerithi Maha Radun) from modeled rule chain parent-of-parent-grandparent.,Inference basis: parent-of-parent-grandparent (see docs/research-program/inferences/kin-p185-p95-grandparent.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p185-p95-grandparent.md.
CLM-0121,kin|P189|P94|grandparent,kin,P189,P94,grandparent,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (grandparent) between P189 Handeygirigey Didi and P94 Hassan Nooredine II (Kula Sudha Ira Siyaaaka) from modeled rule chain parent-of-parent-grandparent.,Inference basis: parent-of-parent-grandparent (see docs/research-program/inferences/kin-p189-p94-grandparent.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p189-p94-grandparent.md.
CLM-0122,kin|P190|P87|grandparent,kin,P190,P87,grandparent,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (grandparent) between P190 Hassan Fareed Didi and P87 Ibrahim Nooredine (Keerithi Maha Radun) from modeled rule chain parent-of-parent-grandparent.,Inference basis: parent-of-parent-grandparent (see docs/research-program/inferences/kin-p190-p87-grandparent.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p190-p87-grandparent.md.
CLM-0123,kin|P190|P90|aunt/uncle↔niece/nephew,kin,P190,P90,aunt/uncle↔niece/nephew,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (aunt/uncle↔niece/nephew) between P190 Hassan Fareed Didi and P90 Mohamed Imaduddine V (Keerithi Maha Radun) from modeled rule chain parent-sibling-aunt-uncle.,Inference basis: parent-sibling-aunt-uncle (see docs/research-program/inferences/kin-p190-p90-aunt-uncle-niece-nephew.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p190-p90-aunt-uncle-niece-nephew.md.
CLM-0124,kin|P190|P91|aunt/uncle↔niece/nephew,kin,P190,P91,aunt/uncle↔niece/nephew,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (aunt/uncle↔niece/nephew) between P190 Hassan Fareed Didi and P91 Mohamed Shamsuddine III (Kula Sundhura Katthiri) from modeled rule chain parent-sibling-aunt-uncle.,Inference basis: parent-sibling-aunt-uncle (see docs/research-program/inferences/kin-p190-p91-aunt-uncle-niece-nephew.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p190-p91-aunt-uncle-niece-nephew.md.
CLM-0125,kin|P191|P87|grandparent,kin,P191,P87,grandparent,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (grandparent) between P191 Ibrahim Fareed Didi and P87 Ibrahim Nooredine (Keerithi Maha Radun) from modeled rule chain parent-of-parent-grandparent.,Inference basis: parent-of-parent-grandparent (see docs/research-program/inferences/kin-p191-p87-grandparent.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p191-p87-grandparent.md.
CLM-0126,kin|P191|P90|aunt/uncle↔niece/nephew,kin,P191,P90,aunt/uncle↔niece/nephew,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (aunt/uncle↔niece/nephew) between P191 Ibrahim Fareed Didi and P90 Mohamed Imaduddine V (Keerithi Maha Radun) from modeled rule chain parent-sibling-aunt-uncle.,Inference basis: parent-sibling-aunt-uncle (see docs/research-program/inferences/kin-p191-p90-aunt-uncle-niece-nephew.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p191-p90-aunt-uncle-niece-nephew.md.
CLM-0127,kin|P191|P91|aunt/uncle↔niece/nephew,kin,P191,P91,aunt/uncle↔niece/nephew,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (aunt/uncle↔niece/nephew) between P191 Ibrahim Fareed Didi and P91 Mohamed Shamsuddine III (Kula Sundhura Katthiri) from modeled rule chain parent-sibling-aunt-uncle.,Inference basis: parent-sibling-aunt-uncle (see docs/research-program/inferences/kin-p191-p91-aunt-uncle-niece-nephew.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p191-p91-aunt-uncle-niece-nephew.md.
CLM-0128,kin|P192|P30|uncle/nephew,kin,P192,P30,uncle/nephew,c,direct,B,SRC-MRF-HILAALY,SRC-MRF-HILAALY,Royal House of Hilaaly dynastic context links P192 Yusuf Handeygirin and P30 Hassan in kin relation (uncle/nephew).,"SRC-MRF-HILAALY r.jina mirror (https://r.jina.ai/http://maldivesroyalfamily.com/maldives_hilaaly.shtml), dynasty/lineage entry context for P192 Yusuf Handeygirin and P30 Hassan (kin (uncle/nephew)) in 2026-02-08 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Node-specific locator captured in Phase 1 batch D; promote with quote-level excerpt when deep-source extraction is complete. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0129,kin|P192|P32|uncle/nephew,kin,P192,P32,uncle/nephew,c,direct,B,SRC-MRF-HILAALY,SRC-MRF-HILAALY,Hilaaly branch source context records P192 and P32 with an uncle-nephew relation.,SRC-MRF-HILAALY founder-branch collateral annotations,2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Direct collateral claim in the P31-P40 cluster. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0130,kin|P193|P30|grandparent,kin,P193,P30,grandparent,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (grandparent) between P193 Princess Recca and P30 Hassan (Bavana) from modeled rule chain parent-of-parent-grandparent.,Inference basis: parent-of-parent-grandparent (see docs/research-program/inferences/kin-p193-p30-grandparent.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p193-p30-grandparent.md.
CLM-0131,kin|P193|P31|aunt/uncle↔niece/nephew,kin,P193,P31,aunt/uncle↔niece/nephew,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (aunt/uncle↔niece/nephew) between P193 Princess Recca and P31 Ibrahim (Dhammaru Veeru) from modeled rule chain parent-sibling-aunt-uncle.,Inference basis: parent-sibling-aunt-uncle (see docs/research-program/inferences/kin-p193-p31-aunt-uncle-niece-nephew.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p193-p31-aunt-uncle-niece-nephew.md.
CLM-0132,kin|P193|P39|aunt/uncle↔niece/nephew,kin,P193,P39,aunt/uncle↔niece/nephew,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (aunt/uncle↔niece/nephew) between P193 Princess Recca and P39 Yoosuf (Loka Aananadha) from modeled rule chain parent-sibling-aunt-uncle.,Inference basis: parent-sibling-aunt-uncle (see docs/research-program/inferences/kin-p193-p39-aunt-uncle-niece-nephew.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p193-p39-aunt-uncle-niece-nephew.md.
CLM-0133,kin|P193|P44|aunt/uncle↔niece/nephew,kin,P193,P44,aunt/uncle↔niece/nephew,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (aunt/uncle↔niece/nephew) between P193 Princess Recca and P44 Mohamed (Bavana Abarana) from modeled rule chain parent-sibling-aunt-uncle.,Inference basis: parent-sibling-aunt-uncle (see docs/research-program/inferences/kin-p193-p44-aunt-uncle-niece-nephew.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p193-p44-aunt-uncle-niece-nephew.md.
CLM-0134,kin|P193|P46|cousins,kin,P193,P46,cousins,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (cousins) between P193 Princess Recca and P46 Omar (Loka Sundhura) from modeled rule chain children-of-siblings-cousin.,Inference basis: children-of-siblings-cousin (see docs/research-program/inferences/kin-p193-p46-cousins.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p193-p46-cousins.md.
CLM-0135,kin|P194|P40|grandparent,kin,P194,P40,grandparent,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (grandparent) between P194 Burecca and P40 Aboobakuru (Bavana Sooja) from modeled rule chain parent-of-parent-grandparent.,Inference basis: parent-of-parent-grandparent (see docs/research-program/inferences/kin-p194-p40-grandparent.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p194-p40-grandparent.md.
CLM-0136,kin|P194|P41|aunt/uncle↔niece/nephew,kin,P194,P41,aunt/uncle↔niece/nephew,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (aunt/uncle↔niece/nephew) between P194 Burecca and P41 Hadi Hassan (Raadha Veeru) from modeled rule chain parent-sibling-aunt-uncle.,Inference basis: parent-sibling-aunt-uncle (see docs/research-program/inferences/kin-p194-p41-aunt-uncle-niece-nephew.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p194-p41-aunt-uncle-niece-nephew.md.
CLM-0137,kin|P194|P44|cousins,kin,P194,P44,cousins,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (cousins) between P194 Burecca and P44 Mohamed (Bavana Abarana) from modeled rule chain children-of-siblings-cousin.,Inference basis: children-of-siblings-cousin (see docs/research-program/inferences/kin-p194-p44-cousins.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p194-p44-cousins.md.
CLM-0138,kin|P196|P40|grandparent,kin,P196,P40,grandparent,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (grandparent) between P196 Reccy and P40 Aboobakuru (Bavana Sooja) from modeled rule chain parent-of-parent-grandparent.,Inference basis: parent-of-parent-grandparent (see docs/research-program/inferences/kin-p196-p40-grandparent.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p196-p40-grandparent.md.
CLM-0139,kin|P196|P41|aunt/uncle↔niece/nephew,kin,P196,P41,aunt/uncle↔niece/nephew,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (aunt/uncle↔niece/nephew) between P196 Reccy and P41 Hadi Hassan (Raadha Veeru) from modeled rule chain parent-sibling-aunt-uncle.,Inference basis: parent-sibling-aunt-uncle (see docs/research-program/inferences/kin-p196-p41-aunt-uncle-niece-nephew.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p196-p41-aunt-uncle-niece-nephew.md.
CLM-0140,kin|P196|P44|cousins,kin,P196,P44,cousins,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (cousins) between P196 Reccy and P44 Mohamed (Bavana Abarana) from modeled rule chain children-of-siblings-cousin.,Inference basis: children-of-siblings-cousin (see docs/research-program/inferences/kin-p196-p44-cousins.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p196-p44-cousins.md.
CLM-0141,kin|P2|P3|cousins,kin,P2,P3,cousins,c,direct,B,SRC-MRF-KINGS,SRC-MRF-KINGS,Kings list identifies P2 and P3 as cousin relation in succession chain.,"SRC-MRF-KINGS early sequence entries #2-#3 relation annotation. URL anchor: https://r.jina.ai/http://maldivesroyalfamily.com/maldives_kings_list.full.shtml. Node pair: P2 Dhovemi <-> P3 Muthey (kin (cousins)), 2026-02-08 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Cross-check against Tarikh and Raadhavalhi sources required. Locator URL-normalized in Phase 1 batch E for explicit source anchorability. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0142,kin|P30|P38|cousins (fathers were brothers),kin,P30,P38,cousins (fathers were brothers),c,direct,B,SRC-MRF-HILAALY,SRC-MRF-HILAALY,Royal House of Hilaaly dynastic context links P30 Hassan and P38 Danna Mohamed in kin relation (cousins (fathers were brothers)).,"SRC-MRF-HILAALY r.jina mirror (https://r.jina.ai/http://maldivesroyalfamily.com/maldives_hilaaly.shtml), dynasty/lineage entry context for P30 Hassan and P38 Danna Mohamed (kin (cousins (fathers were brothers))) in 2026-02-08 snapshot.",2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Node-specific locator captured in Phase 1 batch D; promote with quote-level excerpt when deep-source extraction is complete. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0143,kin|P30|P41|grandparent,kin,P30,P41,grandparent,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (grandparent) between P30 Hassan (Bavana) and P41 Hadi Hassan (Raadha Veeru) from modeled rule chain parent-of-parent-grandparent.,Inference basis: parent-of-parent-grandparent (see docs/research-program/inferences/kin-p30-p41-grandparent.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p30-p41-grandparent.md.
CLM-0144,kin|P30|P46|grandparent,kin,P30,P46,grandparent,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (grandparent) between P30 Hassan (Bavana) and P46 Omar (Loka Sundhura) from modeled rule chain parent-of-parent-grandparent.,Inference basis: parent-of-parent-grandparent (see docs/research-program/inferences/kin-p30-p46-grandparent.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p30-p46-grandparent.md.
CLM-0145,kin|P31|P32|uncle→nephew,kin,P31,P32,uncle→nephew,i,inferred,C,SRC-MRF-HILAALY,SRC-MRF-HILAALY,Hilaaly source context gives P31 and P32 as uncle-nephew relation in succession cluster notes.,SRC-MRF-HILAALY relation annotation for P31-P32 pair,2026-02-08,in_progress,pending,phase1-batch-d,2026-02-08,Curated inferred relation linked to founder branch context.
CLM-0146,kin|P31|P41|aunt/uncle↔niece/nephew,kin,P31,P41,aunt/uncle↔niece/nephew,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (aunt/uncle↔niece/nephew) between P31 Ibrahim (Dhammaru Veeru) and P41 Hadi Hassan (Raadha Veeru) from modeled rule chain parent-sibling-aunt-uncle.,Inference basis: parent-sibling-aunt-uncle (see docs/research-program/inferences/kin-p31-p41-aunt-uncle-niece-nephew.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p31-p41-aunt-uncle-niece-nephew.md.
CLM-0147,kin|P31|P46|aunt/uncle↔niece/nephew,kin,P31,P46,aunt/uncle↔niece/nephew,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (aunt/uncle↔niece/nephew) between P31 Ibrahim (Dhammaru Veeru) and P46 Omar (Loka Sundhura) from modeled rule chain parent-sibling-aunt-uncle.,Inference basis: parent-sibling-aunt-uncle (see docs/research-program/inferences/kin-p31-p46-aunt-uncle-niece-nephew.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p31-p46-aunt-uncle-niece-nephew.md.
CLM-0148,kin|P32|P33|succession transition context,kin,P32,P33,succession transition context,c,direct,B,SRC-WIKI-MONARCHS|SRC-MRF-KINGS,SRC-WIKI-MONARCHS,Sequence notes connect P32 to P33 as succession-transition context.,SRC-WIKI-MONARCHS with SRC-MRF-KINGS cross-check around P32-P33 transition,2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Transition-context relation pending stronger chronicle corroboration. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0149,kin|P32|P39|aunt/uncle↔niece/nephew,kin,P32,P39,aunt/uncle↔niece/nephew,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (aunt/uncle↔niece/nephew) between P32 Hussain (Loka Veeru) and P39 Yoosuf (Loka Aananadha) from modeled rule chain parent-sibling-aunt-uncle.,Inference basis: parent-sibling-aunt-uncle (see docs/research-program/inferences/kin-p32-p39-aunt-uncle-niece-nephew.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p32-p39-aunt-uncle-niece-nephew.md.
CLM-0150,kin|P32|P40|aunt/uncle↔niece/nephew,kin,P32,P40,aunt/uncle↔niece/nephew,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (aunt/uncle↔niece/nephew) between P32 Hussain (Loka Veeru) and P40 Aboobakuru (Bavana Sooja) from modeled rule chain parent-sibling-aunt-uncle.,Inference basis: parent-sibling-aunt-uncle (see docs/research-program/inferences/kin-p32-p40-aunt-uncle-niece-nephew.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p32-p40-aunt-uncle-niece-nephew.md.
CLM-0151,kin|P32|P53|ancestor,kin,P32,P53,ancestor,c,direct,B,SRC-MRF-KINGS,SRC-MRF-KINGS,Kings list branch notes characterize P32 as ancestor-level relation to P53.,SRC-MRF-KINGS transition-era branch annotation,2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Ancestor framing retained as broad kin context. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0152,kin|P33|P34|succession transition context,kin,P33,P34,succession transition context,c,direct,B,SRC-WIKI-MONARCHS|SRC-MRF-KINGS,SRC-WIKI-MONARCHS,Sequence notes connect P33 to P34 as succession-transition context.,SRC-WIKI-MONARCHS with SRC-MRF-KINGS cross-check around P33-P34 transition,2026-02-08,approved,approved,phase5-promo-b,2026-02-08,Transition-context relation pending stronger chronicle corroboration. Promotion Batch B approved 2026-02-08; remaining direct A/B claim.
CLM-0153,kin|P39|P41|aunt/uncle↔niece/nephew,kin,P39,P41,aunt/uncle↔niece/nephew,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (aunt/uncle↔niece/nephew) between P39 Yoosuf (Loka Aananadha) and P41 Hadi Hassan (Raadha Veeru) from modeled rule chain parent-sibling-aunt-uncle.,Inference basis: parent-sibling-aunt-uncle (see docs/research-program/inferences/kin-p39-p41-aunt-uncle-niece-nephew.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p39-p41-aunt-uncle-niece-nephew.md.
CLM-0154,kin|P39|P47|grandparent,kin,P39,P47,grandparent,i,inferred,C,SRC-DERIVED-RULES,SRC-DERIVED-RULES,Inferred kin relation (grandparent) between P39 Yoosuf (Loka Aananadha) and P47 Hassan (Raadha Aanandha) from modeled rule chain parent-of-parent-grandparent.,Inference basis: parent-of-parent-grandparent (see docs/research-program/inferences/kin-p39-p47-grandparent.md).,2026-02-08,in_progress,pending,phase1-batch-sweep,2026-02-08,Inference claim prepared for verification; pair dossier: docs/research-program/inferences/kin-p39-p47-grandparent.md.
